CC Number,Date,Time,Accident Type,New Georeferenced Column
P2000036580,06/26/2020,6/28/2020 3:40:00 PM,Injury Crash,"(39.18980687, -76.66259112)"
20CS00104284,06/23/2020,6/23/2020 6:30:00 PM,Property Damage Crash,"(39.219, -76.665)"
P2000025343,04/29/2020,5/7/2020 7:55:00 AM,Injury Crash,"(39.18055518, -76.7009781)"
20CS00066748,04/23/2020,4/23/2020 2:25:00 AM,Property Damage Crash,"(39.570616, -76.069835)"
20CS00097975,06/13/2020,6/13/2020 7:30:00 AM,Property Damage Crash,"(39.3095, -76.5319)"
20CS00100528,06/17/2020,6/24/2020 3:36:00 PM,Injury Crash,"(39.6906155, -76.0178828)"
20CS00071399,04/30/2020,5/1/2020 9:45:00 AM,Property Damage Crash,"(38.99192373, -76.37168122)"
20CS00047769,03/25/2020,4/3/2020 1:04:00 PM,Property Damage Crash,"(39.28032485, -76.55101676)"
20CS00043317,03/17/2020,3/21/2020 11:52:00 AM,Property Damage Crash,"(39.25380204, -76.53870014)"
20CS00106750,06/28/2020,6/28/2020 12:15:00 AM,Injury Crash,"(39.00682761, -76.40311254)"
20CS00090054,05/30/2020,5/30/2020 5:21:00 AM,Property Damage Crash,"(39.25421822, -76.45743304)"
20CS00095740,06/09/2020,6/9/2020 1:30:00 PM,Property Damage Crash,"(39.26678154, -76.56130044)"
20CS00052142,04/01/2020,4/2/2020 6:26:00 AM,Property Damage Crash,"(38.99059544, -76.3711373)"
19CS00152367,08/10/2019,8/10/2019 5:04:00 PM,Injury Crash,"(38.3619788, -76.9943648)"
20CS00074000,05/04/2020,5/5/2020 2:30:00 PM,Property Damage Crash,"(39.01128696, -76.4060658)"
20CS00091666,06/02/2020,6/15/2020 12:14:00 PM,Property Damage Crash,"(39.08878, -76.99908)"
20CS00080527,05/15/2020,5/15/2020 1:40:00 PM,Property Damage Crash,"(39.2098, -76.5393)"
20CS00041820,03/14/2020,3/15/2020 12:56:00 PM,Injury Crash,"(39.28063, -76.55347)"
P2000016446,03/11/2020,3/14/2020 5:07:00 AM,Property Damage Crash,"(39.190027, -76.659429)"
20CS00061400,04/15/2020,4/15/2020 8:48:00 AM,Property Damage Crash,"(39.25195559, -76.5729203)"
20CS00115177,07/11/2020,7/12/2020 12:14:00 PM,Property Damage Crash,"(38.99845366, -76.39586774)"
20CS00074912,05/06/2020,5/14/2020 6:32:00 PM,Property Damage Crash,"(39.23279, -76.50341)"
20CS00052376,04/01/2020,4/1/2020 1:52:00 PM,Property Damage Crash,"(39.24095, -76.5876)"
20CS00104625,06/24/2020,6/26/2020 10:00:00 AM,Property Damage Crash,"(39.2601521, -76.5781692)"
20CS00105846,06/26/2020,6/26/2020 9:15:00 AM,Property Damage Crash,"(39.0045, -76.4019)"
20CS00098546,06/14/2020,6/14/2020 6:38:00 AM,Property Damage Crash,"(39.29144343, -76.55376465)"
20CS00110252,07/03/2020,7/3/2020 9:00:00 AM,Injury Crash,"(39.0090185, -76.4041665)"
20CS00065632,04/21/2020,4/21/2020 1:48:00 PM,Property Damage Crash,"(39.2853, -76.53458)"
20CS00099565,06/15/2020,6/15/2020 8:44:00 PM,Property Damage Crash,"(39.25998959, -76.57942642)"
20CS00114273,07/09/2020,7/13/2020 7:55:00 PM,Property Damage Crash,"(39.2937294, -76.5315094)"
20CS00085002,05/22/2020,5/25/2020 2:30:00 PM,Property Damage Crash,"(39.26785165, -76.6236631)"
20IR000435,03/24/2020,4/22/2020 4:51:00 PM,Fatal Crash,"(39.137368, -77.142166)"
20CS00091111,06/01/2020,6/3/2020 1:50:00 PM,Injury Crash,"(39.00150931, -76.39986141)"
20CS00107846,06/29/2020,6/30/2020 11:19:00 PM,Property Damage Crash,"(39.26471643, -76.56288609)"
20CS00084882,05/22/2020,5/22/2020 9:30:00 AM,Property Damage Crash,"(39.3845, -76.5381)"
20CS00044380,03/19/2020,3/19/2020 2:24:00 AM,Property Damage Crash,"(39.2406, -76.6058)"
20CS00050442,03/29/2020,3/30/2020 11:57:00 PM,Property Damage Crash,"(39.2601521, -76.5781692)"
20CS00096471,06/10/2020,6/15/2020 3:46:00 PM,Property Damage Crash,"(39.2673, -76.5605)"
20CS00093754,06/05/2020,6/12/2020 9:00:00 PM,Property Damage Crash,"(39.264527, -76.563125)"
20CS00041506,03/13/2020,3/14/2020 10:33:00 PM,Property Damage Crash,"(39.2319394, -76.6479055)"
20CS00110329,07/03/2020,7/3/2020 12:35:00 PM,Property Damage Crash,"(38.9917, -76.375929)"
20CS00098544,06/14/2020,6/15/2020 6:12:00 AM,Property Damage Crash,"(39.3033, -76.5303)"
20CS00071661,04/30/2020,5/1/2020 9:13:00 PM,Injury Crash,"(38.36439607, -76.97658117)"
20CS00105276,06/25/2020,7/3/2020 10:10:00 AM,Property Damage Crash,"(39.26620427, -76.56204494)"
20CS00105612,06/25/2020,6/25/2020 10:37:00 PM,Property Damage Crash,"(39.26697, -76.60482)"
20IR000396,03/10/2020,3/16/2020 7:41:00 AM,Fatal Crash,"(39.26703272, -76.60338893)"
20CS00078016,05/11/2020,5/11/2020 2:52:00 PM,Property Damage Crash,"(39.26359, -76.58691)"
20CS00080157,05/14/2020,5/14/2020 6:37:00 PM,Property Damage Crash,"(39.20761148, -76.58261566)"
20CS00108974,07/01/2020,7/1/2020 3:46:00 PM,Injury Crash,"(39.282438, -76.550266)"
20CS00065087,04/20/2020,5/28/2020 4:15:00 PM,Property Damage Crash,"(39.20025, -76.59489)"
20CS00097579,06/12/2020,6/12/2020 2:38:00 PM,Property Damage Crash,"(39.24880351, -76.52337658)"
20CS00068676,04/26/2020,4/26/2020 12:00:00 PM,Injury Crash,"(39.12042535, -77.08241563)"
20CS00113671,07/08/2020,7/8/2020 5:56:00 PM,Property Damage Crash,"(38.36229303, -76.99182453)"
20CS00078808,05/12/2020,5/12/2020 5:10:00 PM,Property Damage Crash,"(39.2731859, -76.5536225)"
P2000019898,03/28/2020,3/29/2020 10:03:00 PM,Injury Crash,"(39.1797, -76.6685)"
20CS00040762,03/12/2020,3/12/2020 2:59:00 PM,Property Damage Crash,"(39.0084, -76.4041)"
20CS00090564,05/31/2020,5/31/2020 1:15:00 AM,Injury Crash,"(39.23796118, -76.46554057)"
20CS00097735,06/12/2020,6/12/2020 9:00:00 PM,Property Damage Crash,"(39.265245, -76.614578)"
20CS00057448,04/09/2020,4/9/2020 8:10:00 AM,Property Damage Crash,"(39.25528612, -76.57015302)"
P2000021519,04/07/2020,4/7/2020 8:40:00 AM,Property Damage Crash,"(39.18658916, -76.65292974)"
20CS00092964,06/04/2020,6/4/2020 3:40:00 PM,Property Damage Crash,"(39.28099422, -76.55339295)"
20CS00011070,07/04/2020,7/4/2020 12:42:00 PM,Property Damage Crash,"(38.99416574, -76.38138125)"
20CS00067781,04/24/2020,4/24/2020 3:24:00 PM,Property Damage Crash,"(39.26501, -76.56267)"
20CS00072640,05/02/2020,5/6/2020 5:54:00 PM,Property Damage Crash,"(39.2474393, -76.575457)"
20CS00106673,06/27/2020,6/28/2020 8:35:00 PM,Property Damage Crash,"(39.27310438, -76.62175692)"
20CS00102729,06/21/2020,6/24/2020 10:35:00 AM,Injury Crash,"(38.9917, -76.375929)"
20CS00075716,05/07/2020,5/10/2020 7:54:00 PM,Property Damage Crash,"(38.9803, -76.327)"
20CS00066426,04/22/2020,4/22/2020 4:29:00 PM,Property Damage Crash,"(39.24790925, -76.57560822)"
P2000034262,06/15/2020,6/21/2020 3:47:00 PM,Property Damage Crash,"(39.17897429, -76.69266868)"
P2002034881,06/18/2020,6/18/2020 9:41:00 AM,Property Damage Crash,"(39.154474, -76.649135)"
20CS00104193,06/23/2020,6/24/2020 4:24:00 PM,Injury Crash,"(39.0219, -76.4223)"
20CS00070584,04/29/2020,4/29/2020 3:18:00 AM,Property Damage Crash,"(39.27470626, -76.59062853)"
20CS00121850,07/23/2020,7/28/2020 5:26:00 PM,Property Damage Crash,"(39.20325842, -76.5604856)"
20CS00130582,08/09/2020,8/9/2020 3:50:00 PM,Property Damage Crash,"(39.28655, -76.55466)"
20CS00126573,08/01/2020,8/6/2020 7:45:00 PM,Injury Crash,"(39.28445706, -76.54072057)"
20CS00147252,09/09/2020,9/11/2020 9:50:00 PM,Property Damage Crash,"(39.31619, -76.5335)"
20CS00145293,09/06/2020,9/9/2020 9:10:00 AM,Property Damage Crash,"(39.00225872, -76.40031344)"
20CS00108974,07/01/2020,7/1/2020 3:46:00 PM,Injury Crash,"(39.282438, -76.550266)"
20CS00124880,07/29/2020,7/29/2020 12:45:00 PM,Property Damage Crash,"(39.27023839, -76.55494257)"
20CS00136155,08/18/2020,9/18/2020 8:30:00 PM,Property Damage Crash,"(39.12649448, -77.11597022)"
P2000044624,08/04/2020,8/7/2020 1:53:00 PM,Injury Crash,"(39.1916, -76.6761)"
20CS00142937,09/01/2020,9/5/2020 11:10:00 PM,Property Damage Crash,"(39.24710083, -76.57600526)"
P2000054336,09/19/2020,10/12/2020 6:06:00 AM,Property Damage Crash,"(39.18994528, -76.6595301)"
20CS00110329,07/03/2020,7/3/2020 12:35:00 PM,Property Damage Crash,"(38.9917, -76.375929)"
20CS00127623,08/05/2020,8/22/2020 7:05:00 PM,Injury Crash,"(39.281791, -76.55079362)"
20CS00146565,09/08/2020,9/8/2020 2:51:00 PM,Property Damage Crash,"(39.27011, -76.62308)"
20CS00152243,09/18/2020,9/18/2020 1:33:00 PM,Property Damage Crash,"(39.22805171, -76.6608761)"
20CS00140755,08/28/2020,8/28/2020 3:38:00 PM,Property Damage Crash,"(39.2600232, -76.57504924)"
20CS00111075,07/04/2020,9/12/2020 12:54:00 PM,Injury Crash,"(39.00454586, -76.40174041)"
20CS00119392,07/19/2020,7/19/2020 10:21:00 AM,Property Damage Crash,"(39.26697243, -76.60735182)"
20CS00131004,08/10/2020,8/14/2020 12:31:00 PM,Property Damage Crash,"(39.26468, -76.5636)"
20CS00132735,08/13/2020,8/19/2020 1:20:00 PM,Injury Crash,"(39.25745964, -76.53425939)"
20CS00135766,08/19/2020,8/19/2020 9:05:00 AM,Property Damage Crash,"(39.55673758, -76.0981828)"
20CS00137077,08/21/2020,8/22/2020 2:12:00 PM,Injury Crash,"(39.265508, -76.563503)"
20CS00117213,07/15/2020,7/15/2020 8:30:00 AM,Property Damage Crash,"(39.243401, -76.5669347)"
20CS00114602,07/10/2020,7/10/2020 11:40:00 AM,Injury Crash,"(39.27072483, -76.64215089)"
20CS00155841,09/25/2020,9/25/2020 10:30:00 AM,Property Damage Crash,"(39.27735, -76.56189)"
20CS00116577,07/14/2020,7/14/2020 9:20:00 AM,Injury Crash,"(39.27080906, -76.64339077)"
20CS00115177,07/11/2020,8/7/2020 12:14:00 PM,Property Damage Crash,"(38.99845366, -76.39586774)"
20CS00149073,09/13/2020,9/13/2020 2:19:00 AM,Property Damage Crash,"(39.13446098, -77.16771784)"
20CS00118631,07/17/2020,7/17/2020 3:51:00 PM,Injury Crash,"(38.98915936, -76.35976193)"
20CS00112698,07/07/2020,7/7/2020 8:40:00 AM,Property Damage Crash,"(39.26572, -76.6667)"
20CS00136668,08/20/2020,8/20/2020 6:11:00 PM,Property Damage Crash,"(38.99322709, -76.37729829)"
20CS00129552,08/04/2020,8/7/2020 10:25:00 AM,Property Damage Crash,"(39.28617933, -76.53650951)"
20CS00128914,08/06/2020,8/6/2020 7:10:00 AM,Injury Crash,"(39.07387, -76.94088)"
20CS00140291,08/27/2020,9/2/2020 7:35:00 PM,Property Damage Crash,"(39.27685924, -76.56323737)"
20CS00133332,08/14/2020,8/18/2020 3:12:00 PM,Property Damage Crash,"(39.26478, -76.56391)"
20CS00138287,08/24/2020,8/24/2020 1:34:00 AM,Injury Crash,"(39.20756815, -76.58268842)"
20CS00114339,07/09/2020,7/20/2020 10:50:00 PM,Property Damage Crash,"(39.27157356, -76.6529855)"
20CS00118037,07/16/2020,7/16/2020 3:01:00 PM,Injury Crash,"(39.26516, -76.56294)"
20CS00125678,07/30/2020,7/31/2020 10:43:00 PM,Property Damage Crash,"(39.28441957, -76.53601793)"
20CS00155429,09/24/2020,10/1/2020 3:05:00 PM,Injury Crash,"(38.9908687, -76.36692587)"
20CS00132688,08/13/2020,8/13/2020 11:14:00 AM,Property Damage Crash,"(39.28479779, -76.53565124)"
20CS00144359,09/04/2020,9/6/2020 3:00:00 PM,Property Damage Crash,"(39.2705603, -76.6225821)"
20CS00155828,09/25/2020,9/25/2020 10:12:00 AM,Property Damage Crash,"(39.26618, -76.56303)"
20CS00120124,07/20/2020,8/8/2020 6:36:00 PM,Property Damage Crash,"(39.12074, -77.09206)"
20CS00122649,07/25/2020,7/25/2020 9:44:00 AM,Injury Crash,"(39.00339441, -76.40033575)"
20CS00150433,09/15/2020,9/17/2020 12:59:00 PM,Property Damage Crash,"(39.26669809, -76.66932571)"
20CS00115619,07/12/2020,7/12/2020 12:16:00 PM,Property Damage Crash,"(39.00507741, -76.40205157)"
20CS00142532,09/01/2020,9/1/2020 9:29:00 AM,Property Damage Crash,"(39.263541, -76.5694577)"
20CS00134019,08/16/2020,8/16/2020 4:42:00 AM,Property Damage Crash,"(39.28471, -76.5361)"
20CS00138575,08/20/2020,8/26/2020 11:20:00 PM,Property Damage Crash,"(39.00906885, -76.40533858)"
20CS00142110,08/31/2020,8/31/2020 2:34:00 PM,Property Damage Crash,"(39.284389, -76.538406)"
P2000052723,09/11/2020,9/12/2020 2:37:00 PM,Property Damage Crash,"(39.2384939, -76.7048927)"
20CS00126925,08/02/2020,8/3/2020 5:06:00 PM,Injury Crash,"(38.98613531, -76.34657485)"
20CS00145160,09/06/2020,9/9/2020 1:33:00 AM,Property Damage Crash,"(39.31509378, -76.53708014)"
20CS00128591,08/05/2020,8/5/2020 1:58:00 PM,Property Damage Crash,"(39.01331295, -76.40664443)"
P2000043197,07/28/2020,8/2/2020 9:55:00 AM,Property Damage Crash,"(39.19632964, -76.69103685)"
20CS00131602,08/11/2020,8/11/2020 3:06:00 PM,Property Damage Crash,"(38.99013424, -76.36410907)"
20CS00154296,09/22/2020,10/5/2020 3:39:00 PM,Property Damage Crash,"(39.2679, -76.55875)"
20CS00120482,07/21/2020,7/21/2020 9:50:00 AM,Injury Crash,"(39.25454315, -76.5717859)"
20CS00143737,09/03/2020,9/3/2020 8:50:00 AM,Injury Crash,"(39.56426935, -76.08187826)"
20CS00129766,08/07/2020,9/23/2020 11:37:00 PM,Property Damage Crash,"(39.20792433, -76.58352857)"
P2000043745,07/30/2020,8/18/2020 10:04:00 PM,Property Damage Crash,"(39.18635703, -76.67812279)"
20CS00129384,08/07/2020,8/7/2020 3:16:00 AM,Property Damage Crash,"(39.2512607, -76.5411104)"
P2000044565,08/04/2020,8/4/2020 8:00:00 AM,Property Damage Crash,"(39.16919894, -76.64576123)"
20CS00146461,09/08/2020,10/9/2020 10:51:00 AM,Property Damage Crash,"(39.25348669, -76.57175756)"
20CS00109546,07/02/2020,7/2/2020 10:33:00 AM,Property Damage Crash,"(39.28306, -76.54957)"
20CS00151667,09/17/2020,9/18/2020 10:35:00 AM,Property Damage Crash,"(39.26489859, -76.56222559)"
20CS00122283,07/24/2020,7/25/2020 2:52:00 PM,Injury Crash,"(39.56004003, -76.09115367)"
20IR000894,08/29/2020,8/29/2020 12:03:00 AM,Property Damage Crash,"(39.01573859, -76.40853171)"
20CS00156291,09/26/2020,9/26/2020 9:27:00 AM,Property Damage Crash,"(39.26340433, -76.56685609)"
20CS00045242,09/06/2020,9/9/2020 8:00:00 AM,Injury Crash,"(38.99455956, -76.38796187)"
20CS00110211,07/03/2020,7/3/2020 8:12:00 AM,Property Damage Crash,"(39.26041754, -76.58018023)"
20CS00146860,09/09/2020,9/9/2020 5:58:00 AM,Property Damage Crash,"(39.28865975, -76.53297153)"
20CS00120618,07/21/2020,7/21/2020 1:31:00 PM,Property Damage Crash,"(39.266328, -76.66552)"
20CS00127797,08/04/2020,8/8/2020 4:30:00 AM,Property Damage Crash,"(39.12079314, -77.083197)"
20CS00152196,09/18/2020,9/18/2020 11:30:00 AM,Property Damage Crash,"(39.27142, -76.64786)"
20CS00124794,07/29/2020,7/31/2020 9:01:00 AM,Injury Crash,"(39.26294918, -76.56821738)"
20CS00140575,08/28/2020,8/28/2020 6:12:00 AM,Injury Crash,"(39.32738047, -76.52473948)"
20CS00143237,09/02/2020,9/11/2020 12:55:00 PM,Injury Crash,"(39.08595, -77.0201)"
20CS00126448,08/01/2020,8/1/2020 1:05:00 PM,Property Damage Crash,"(39.2889002, -76.55344)"
20CS00149911,09/14/2020,9/14/2020 6:30:00 PM,Injury Crash,"(39.31043133, -76.54090533)"
20CS00115004,07/11/2020,8/14/2020 1:18:00 AM,Property Damage Crash,"(39.2802, -76.5534)"
20CS00116893,07/14/2020,8/1/2020 7:31:00 PM,Property Damage Crash,"(39.07441378, -76.91052002)"
20CS00133851,08/15/2020,9/21/2020 5:13:00 PM,Property Damage Crash,"(39.2311538, -76.6421666)"
20CS00121860,07/23/2020,7/23/2020 6:04:00 PM,Property Damage Crash,"(39.25130298, -76.5732099)"
20CS00139005,08/25/2020,8/25/2020 2:41:00 PM,Property Damage Crash,"(39.08595, -77.0201)"
20CS00152864,09/19/2020,9/19/2020 8:08:00 PM,Property Damage Crash,"(39.29122054, -76.55377305)"
20CS00114273,07/09/2020,7/13/2020 7:55:00 PM,Property Damage Crash,"(39.2937294, -76.5315094)"
20CS00130669,08/09/2020,8/9/2020 3:34:00 PM,Property Damage Crash,"(39.293263, -76.63942)"
20CS00134142,08/16/2020,8/24/2020 3:28:00 PM,Property Damage Crash,"(39.02222626, -76.42352877)"
20CS00115770,07/12/2020,8/7/2020 7:23:00 PM,Property Damage Crash,"(39.08211322, -76.95997419)"
20CS00125591,07/30/2020,7/31/2020 6:13:00 PM,Injury Crash,"(39.27415424, -76.62086603)"
P2000051242,09/04/2020,9/5/2020 10:06:00 AM,Injury Crash,"(39.154474, -76.649135)"
20CS00148206,09/11/2020,9/11/2020 1:08:00 PM,Injury Crash,"(39.56560341, -76.07923263)"
20CS00140068,08/27/2020,8/27/2020 12:36:00 PM,Property Damage Crash,"(39.26703515, -76.60475331)"
20CS00121329,07/22/2020,7/23/2020 4:51:00 PM,Property Damage Crash,"(39.08595, -77.0201)"
20CS00125760,07/31/2020,7/31/2020 6:00:00 AM,Property Damage Crash,"(39.29702558, -76.53107794)"
20CS00155414,09/24/2020,9/24/2020 2:41:00 PM,Property Damage Crash,"(39.25994788, -76.54849331)"
20CS00143900,09/03/2020,9/3/2020 3:52:00 PM,Injury Crash,"(39.27096, -76.64802)"
20CS00133204,08/14/2020,8/14/2020 8:44:00 AM,Injury Crash,"(39.24279, -76.57888)"
20CS00011070,07/04/2020,7/4/2020 12:42:00 PM,Property Damage Crash,"(38.99416574, -76.38138125)"
20CS00138377,08/24/2020,8/24/2020 8:39:00 AM,Injury Crash,"(39.26455475, -76.59019878)"
20CS00119132,07/18/2020,7/19/2020 4:42:00 PM,Injury Crash,"(38.35972073, -77.0112123)"
20CS00134879,08/17/2020,8/18/2020 7:40:00 PM,Property Damage Crash,"(39.12036291, -77.08260692)"
20CS00128611,08/10/2020,8/11/2020 5:51:00 PM,Property Damage Crash,"(39.30587315, -76.58513841)"
20CS00127503,08/03/2020,8/3/2020 4:00:00 PM,Injury Crash,"(39.26157982, -76.57119743)"
20CS00148709,09/12/2020,9/12/2020 10:20:00 AM,Property Damage Crash,"(39.25640537, -76.56980269)"
20CS00129063,08/06/2020,8/10/2020 12:59:00 PM,Injury Crash,"(39.01466407, -76.41063544)"
20CS00143816,09/03/2020,9/3/2020 11:50:00 AM,Property Damage Crash,"(39.245621, -76.5770412)"
20CS00122408,07/24/2020,7/24/2020 7:24:00 PM,Property Damage Crash,"(39.25512278, -76.57069001)"
20CS00139152,08/25/2020,8/25/2020 8:38:00 PM,Property Damage Crash,"(39.26490919, -76.56467177)"
20CS00142070,08/31/2020,8/31/2020 12:50:00 PM,Property Damage Crash,"(39.56882013, -76.07223589)"
20CS00125861,07/31/2020,7/31/2020 12:15:00 PM,Property Damage Crash,"(39.26206425, -76.56981381)"
P2000047545,08/18/2020,8/23/2020 2:44:00 PM,Injury Crash,"(39.19022793, -76.67119032)"
P2000038654,07/06/2020,7/9/2020 1:15:00 AM,Property Damage Crash,"(39.18398291, -76.67439338)"
P2000045357,08/07/2020,8/17/2020 11:45:00 PM,Injury Crash,"(39.17803471, -76.69284583)"
20CS00117486,07/15/2020,7/16/2020 5:15:00 PM,Property Damage Crash,"(39.26504314, -76.59276489)"
20CS00129600,08/07/2020,8/12/2020 3:09:00 PM,Property Damage Crash,"(39.00902797, -76.40449241)"
20CS00122156,07/24/2020,7/24/2020 10:37:00 AM,Property Damage Crash,"(39.26275069, -76.67239967)"
20CS00129572,08/07/2020,8/10/2020 1:59:00 PM,Property Damage Crash,"(38.97819753, -76.31842368)"
20CS00145253,09/06/2020,9/6/2020 8:10:00 AM,Injury Crash,"(39.2901, -76.53335)"
20CS00126819,08/02/2020,8/28/2020 12:02:00 PM,Property Damage Crash,"(39.00495948, -76.40175208)"
20CS00146449,09/08/2020,9/8/2020 10:15:00 AM,Injury Crash,"(39.32976795, -76.52224066)"
20CS00109438,07/02/2020,7/2/2020 8:02:00 AM,Property Damage Crash,"(39.2412174, -76.5872061)"
20CS00151807,09/17/2020,9/17/2020 3:46:00 PM,Property Damage Crash,"(39.2839, -76.62004)"
20CS00140936,08/29/2020,9/2/2020 1:14:00 AM,Injury Crash,"(39.22928141, -76.51183574)"
P2000047366,08/17/2020,8/18/2020 6:30:00 PM,Injury Crash,"(39.18549697, -76.6888566)"
20CS00115728,07/12/2020,7/15/2020 5:12:00 PM,Injury Crash,"(39.3227294, -76.5228574)"
20CS00116103,07/13/2020,7/13/2020 10:30:00 AM,Injury Crash,"(39.08595, -77.0201)"
20CS00132163,08/12/2020,8/17/2020 2:16:00 PM,Property Damage Crash,"(39.26660391, -76.59587357)"
20CS00150945,09/16/2020,9/22/2020 9:30:00 AM,Property Damage Crash,"(39.25195559, -76.5729203)"
20CS00118208,07/16/2020,7/17/2020 11:30:00 PM,Property Damage Crash,"(39.26667, -76.5609)"
20CS00133786,08/15/2020,8/15/2020 2:48:00 PM,Injury Crash,"(39.02282, -76.42591)"
20CS00154156,09/22/2020,9/22/2020 10:22:00 AM,Property Damage Crash,"(39.26340433, -76.56685609)"
20IR000759,07/21/2020,7/21/2020 2:37:00 AM,Property Damage Crash,"(39.2409878, -76.59154015)"
20CS00136643,08/20/2020,8/27/2020 4:50:00 PM,Injury Crash,"(39.00788488, -76.40381563)"
20CS00113249,07/08/2020,7/12/2020 3:15:00 AM,Property Damage Crash,"(39.26673266, -76.56170009)"
20CS00132231,08/12/2020,8/17/2020 4:14:00 PM,Property Damage Crash,"(39.28055756, -76.55335842)"
20CS00135841,08/19/2020,8/19/2020 11:45:00 AM,Property Damage Crash,"(39.3402307, -76.5139362)"
20CS00139150,08/25/2020,8/30/2020 8:20:00 PM,Property Damage Crash,"(39.2771115, -76.6198057)"
20CS00114265,07/09/2020,8/12/2020 7:30:00 PM,Property Damage Crash,"(39.26127468, -76.67304278)"
20CS00121722,07/16/2020,8/28/2020 11:47:00 AM,Property Damage Crash,"(39.244, -76.53421)"
20CS00155188,09/24/2020,10/2/2020 7:49:00 AM,Property Damage Crash,"(39.07406328, -76.91602772)"
20CS00155739,09/25/2020,9/27/2020 6:42:00 AM,Property Damage Crash,"(39.26001223, -76.67427405)"
20CS00121808,07/21/2020,7/25/2020 3:34:00 PM,Property Damage Crash,"(39.55836039, -76.09489401)"
20CS00128603,08/05/2020,8/6/2020 2:22:00 PM,Injury Crash,"(39.0748152, -76.91206052)"
20CS00154245,09/22/2020,9/22/2020 1:52:00 PM,Property Damage Crash,"(39.25195559, -76.5729203)"
20CS00141145,08/29/2020,8/30/2020 2:47:00 PM,Injury Crash,"(39.34457702, -76.50937095)"
20CS00149827,09/14/2020,9/15/2020 3:02:00 PM,Property Damage Crash,"(39.24100419, -76.58725622)"
20CS00115168,07/11/2020,7/11/2020 11:45:00 AM,Injury Crash,"(39.26338, -76.66936)"
20CS00121849,07/23/2020,7/23/2020 5:23:00 PM,Property Damage Crash,"(39.27049, -76.64355)"
20CS00112411,07/06/2020,7/12/2020 8:15:00 PM,Property Damage Crash,"(39.26145462, -76.5722299)"
20CS00119386,07/19/2020,7/19/2020 10:00:00 AM,Property Damage Crash,"(39.20849856, -76.54320632)"
20CS00131111,08/10/2020,8/10/2020 5:05:00 PM,Property Damage Crash,"(39.21082833, -76.53676415)"
20CS00118762,07/17/2020,7/17/2020 9:14:00 PM,Property Damage Crash,"(39.2706202, -76.6224339)"
20CS00145528,09/06/2020,9/15/2020 6:58:00 PM,Property Damage Crash,"(39.25551395, -76.57033565)"
20CS00136307,08/20/2020,8/20/2020 5:15:00 AM,Property Damage Crash,"(39.26506615, -76.5624205)"
20CS00124824,07/29/2020,7/29/2020 10:17:00 AM,Property Damage Crash,"(39.27241843, -76.55509512)"
P2000046916,08/15/2020,8/16/2020 12:07:00 PM,Property Damage Crash,"(39.187113, -76.686287)"
20CS00137685,08/22/2020,8/23/2020 9:00:00 PM,Property Damage Crash,"(39.2413221, -76.5870398)"
P2000047543,08/18/2020,8/21/2020 3:00:00 PM,Property Damage Crash,"(39.170625, -76.69457309)"
